"player_name","season","draft_year","status"
Ike Diogu,"2011-12","2005",Veteran
Jameer Nelson,"2011-12","2004",Veteran
Jamal Crawford,"2011-12","2000",Veteran
Jamaal Tinsley,"2011-12","2001",Veteran
Jamaal Magloire,"2011-12","2000",Veteran
JaVale McGee,"2011-12","2008",Veteran
JR Smith,"2011-12","2004",Veteran
JJ Redick,"2011-12","2006",Veteran
JJ Hickson,"2011-12","2008",Veteran
Dan Gadzuric,"2011-12","2002",Veteran
Eric Maynor,"2011-12","2009",Veteran
Derrick Byars,"2011-12","2007",Veteran
Derrick Brown,"2011-12","2009",Veteran
Deron Williams,"2011-12","2005",Veteran
Derek Fisher,"2011-12","1996",Veteran
Delonte West,"2011-12","2004",Veteran
DeShawn Stevenson,"2011-12","2000",Veteran
DeSagana Diop,"2011-12","2001",Veteran
DeMarre Carroll,"2011-12","2009",Veteran
DeMarcus Cousins,"2011-12","2010",Veteran
DeMar DeRozan,"2011-12","2009",Veteran
DeJuan Blair,"2011-12","2009",Veteran
Derrick Favors,"2011-12","2010",Veteran
David West,"2011-12","2003",Veteran
David Lee,"2011-12","2005",Veteran
Darren Collison,"2011-12","2009",Veteran
Darko Milicic,"2011-12","2003",Veteran
Darington Hobson,"2011-12","2010",Veteran
Danny Green,"2011-12","2009",Veteran
Danny Granger,"2011-12","2005",Veteran
Danilo Gallinari,"2011-12","2008",Veteran
Daniel Orton,"2011-12","2010",Veteran
DeAndre Jordan,"2011-12","2008",Veteran
Eric Gordon,"2011-12","2008",Veteran
Derrick Rose,"2011-12","2008",Veteran
Devin Ebanks,"2011-12","2010",Veteran
Eric Bledsoe,"2011-12","2010",Veteran
Emeka Okafor,"2011-12","2004",Veteran
Elton Brand,"2011-12","1999",Veteran
Elliot Williams,"2011-12","2010",Veteran
Ekpe Udoh,"2011-12","2010",Veteran
Eduardo Najera,"2011-12","2000",Veteran
Eddy Curry,"2011-12","2001",Veteran
Ed Davis,"2011-12","2010",Veteran
Earl Watson,"2011-12","2001",Veteran
Earl Clark,"2011-12","2009",Veteran
Dwyane Wade,"2011-12","2003",Veteran
Dwight Howard,"2011-12","2004",Veteran
Drew Gooden,"2011-12","2002",Veteran
Dorell Wright,"2011-12","2004",Veteran
Donte Greene,"2011-12","2008",Veteran
Dominique Jones,"2011-12","2010",Veteran
Dominic McGuire,"2011-12","2007",Veteran
Dirk Nowitzki,"2011-12","1998",Veteran
Dexter Pittman,"2011-12","2010",Veteran
Devin Harris,"2011-12","2004",Veteran
Marcus Thornton,"2011-12","2009",Veteran
Xavier Henry,"2011-12","2010",Veteran
Yi Jianlian,"2011-12","2007",Veteran
Zach Randolph,"2011-12","2001",Veteran
Zaza Pachulia,"2011-12","2003",Veteran
Cole Aldrich,"2011-12","2010",Veteran
Christian Eyenga,"2011-12","2009",Veteran
Chris Wilcox,"2011-12","2002",Veteran
Chris Paul,"2011-12","2005",Veteran
Wilson Chandler,"2011-12","2007",Veteran
Chris Kaman,"2011-12","2003",Veteran
Chris Duhon,"2011-12","2004",Veteran
Chris Bosh,"2011-12","2003",Veteran
Chauncey Billups,"2011-12","1997",Veteran
Chase Budinger,"2011-12","2009",Veteran
Charlie Villanueva,"2011-12","2005",Veteran
Channing Frye,"2011-12","2005",Veteran
Caron Butler,"2011-12","2002",Veteran
Carmelo Anthony,"2011-12","2003",Veteran
Carlos Delfino,"2011-12","2003",Veteran
Willie Green,"2011-12","2003",Veteran
Tony Allen,"2011-12","2004",Veteran
Tony Battie,"2011-12","1997",Veteran
Tony Parker,"2011-12","2001",Veteran
Tracy McGrady,"2011-12","1997",Veteran
Travis Outlaw,"2011-12","2003",Veteran
Trevor Ariza,"2011-12","2004",Veteran
Trevor Booker,"2011-12","2010",Veteran
Troy Murphy,"2011-12","2001",Veteran
Ty Lawson,"2011-12","2009",Veteran
Tyreke Evans,"2011-12","2009",Veteran
Tyrus Thomas,"2011-12","2006",Veteran
Tyson Chandler,"2011-12","2001",Veteran
Vince Carter,"2011-12","1998",Veteran
Vladimir Radmanovic,"2011-12","2001",Veteran
Von Wafer,"2011-12","2005",Veteran
Walker Russell,"2011-12","1982",Veteran
Wayne Ellington,"2011-12","2009",Veteran
Wesley Johnson,"2011-12","2010",Veteran
Tyler Hansbrough,"2011-12","2009",Veteran
Toney Douglas,"2011-12","2009",Veteran
Carlos Boozer,"2011-12","2002",Veteran
Carl Landry,"2011-12","2007",Veteran
Anthony Randolph,"2011-12","2008",Veteran
Anthony Parker,"2011-12","1997",Veteran
Antawn Jamison,"2011-12","1998",Veteran
Andris Biedrins,"2011-12","2004",Veteran
Andrew Bynum,"2011-12","2005",Veteran
Andrew Bogut,"2011-12","2005",Veteran
Andrea Bargnani,"2011-12","2006",Veteran
Andre Miller,"2011-12","1999",Veteran
Andre Iguodala,"2011-12","2004",Veteran
Andray Blatche,"2011-12","2005",Veteran
Anderson Varejao,"2011-12","2004",Veteran
Amir Johnson,"2011-12","2005",Veteran
Amar'e Stoudemire,"2011-12","2002",Veteran
Al-Farouq Aminu,"2011-12","2010",Veteran
Al Jefferson,"2011-12","2004",Veteran
Al Horford,"2011-12","2007",Veteran
Al Harrington,"2011-12","1998",Veteran
Aaron Gray,"2011-12","2007",Veteran
Andre Emmett,"2011-12","2004",Veteran
Armon Johnson,"2011-12","2010",Veteran
Austin Daye,"2011-12","2009",Veteran
CJ Miles,"2011-12","2005",Veteran
Byron Mullens,"2011-12","2009",Veteran
Brook Lopez,"2011-12","2008",Veteran
Brian Skinner,"2011-12","1998",Veteran
Brian Scalabrine,"2011-12","2001",Veteran
Brian Cook,"2011-12","2003",Veteran
Brian Cardinal,"2011-12","2000",Veteran
Brendan Haywood,"2011-12","2001",Veteran
Brandon Rush,"2011-12","2008",Veteran
Brandon Jennings,"2011-12","2009",Veteran
Arron Afflalo,"2011-12","2007",Veteran
Brandon Bass,"2011-12","2005",Veteran
Boris Diaw,"2011-12","2003",Veteran
Bobby Simmons,"2011-12","2001",Veteran
Blake Griffin,"2011-12","2009",Veteran
Beno Udrih,"2011-12","2004",Veteran
Ben Gordon,"2011-12","2004",Veteran
Baron Davis,"2011-12","1999",Veteran
Avery Bradley,"2011-12","2010",Veteran
Brandan Wright,"2011-12","2007",Veteran
Manu Ginobili,"2011-12","1999",Veteran
Tim Duncan,"2011-12","1997",Veteran
Morris Almond,"2011-12","2007",Veteran
Nate Robinson,"2011-12","2005",Veteran
Nazr Mohammed,"2011-12","1998",Veteran
Nene,"2011-12","2002",Veteran
Nick Collison,"2011-12","2003",Veteran
Nick Young,"2011-12","2007",Veteran
Nicolas Batum,"2011-12","2008",Veteran
Nikola Pekovic,"2011-12","2008",Veteran
Monta Ellis,"2011-12","2005",Veteran
O.J. Mayo,"2011-12","2008",Veteran
Omri Casspi,"2011-12","2009",Veteran
Patrick Patterson,"2011-12","2010",Veteran
Patty Mills,"2011-12","2009",Veteran
Pau Gasol,"2011-12","2001",Veteran
Paul George,"2011-12","2010",Veteran
Paul Millsap,"2011-12","2006",Veteran
Paul Pierce,"2011-12","1998",Veteran
Quentin Richardson,"2011-12","2000",Veteran
Quincy Pondexter,"2011-12","2010",Veteran
Rajon Rondo,"2011-12","2006",Veteran
Ramon Sessions,"2011-12","2007",Veteran
Omer Asik,"2011-12","2008",Veteran
Randy Foye,"2011-12","2006",Veteran
Mo Williams,"2011-12","2003",Veteran
Mike Miller,"2011-12","2000",Veteran
Marc Gasol,"2011-12","2007",Veteran
Marcin Gortat,"2011-12","2005",Veteran
Marco Belinelli,"2011-12","2007",Veteran
Marcus Camby,"2011-12","1996",Veteran
Jason Maxiell,"2011-12","2005",Veteran
Mario Chalmers,"2011-12","2008",Veteran
Marreese Speights,"2011-12","2008",Veteran
Martell Webster,"2011-12","2005",Veteran
Marvin Williams,"2011-12","2005",Veteran
Matt Barnes,"2011-12","2002",Veteran
Mehmet Okur,"2011-12","2001",Veteran
Metta World Peace,"2011-12","1999",Veteran
Michael Beasley,"2011-12","2008",Veteran
Michael Redd,"2011-12","2000",Veteran
Mickael Pietrus,"2011-12","2003",Veteran
Mike Bibby,"2011-12","1998",Veteran
Mike Conley,"2011-12","2007",Veteran
Mike Dunleavy,"2011-12","2002",Veteran
Matt Bonner,"2011-12","2003",Veteran
Rashard Lewis,"2011-12","1998",Veteran
Ray Allen,"2011-12","1996",Veteran
Semih Erden,"2011-12","2008",Veteran
Serge Ibaka,"2011-12","2008",Veteran
Shane Battier,"2011-12","2001",Veteran
Shannon Brown,"2011-12","2006",Veteran
Shaun Livingston,"2011-12","2004",Veteran
Shawn Marion,"2011-12","1999",Veteran
Shawne Williams,"2011-12","2006",Veteran
Shelden Williams,"2011-12","2006",Veteran
Solomon Alabi,"2011-12","2010",Veteran
Solomon Jones,"2011-12","2006",Veteran
Spencer Hawes,"2011-12","2007",Veteran
Sebastian Telfair,"2011-12","2004",Veteran
Stephen Curry,"2011-12","2009",Veteran
Steve Blake,"2011-12","2003",Veteran
Steve Nash,"2011-12","1996",Veteran
Steve Novak,"2011-12","2006",Veteran
T.J. Ford,"2011-12","2003",Veteran
Taj Gibson,"2011-12","2009",Veteran
Tayshaun Prince,"2011-12","2002",Veteran
Terrence Williams,"2011-12","2009",Veteran
Thabo Sefolosha,"2011-12","2006",Veteran
Thaddeus Young,"2011-12","2007",Veteran
Tiago Splitter,"2011-12","2007",Veteran
Stephen Jackson,"2011-12","1997",Veteran
Rasual Butler,"2011-12","2002",Veteran
Sean Williams,"2011-12","2007",Veteran
Samuel Dalembert,"2011-12","2001",Veteran
Raymond Felton,"2011-12","2005",Veteran
Renaldo Balkman,"2011-12","2006",Veteran
Richard Hamilton,"2011-12","1999",Veteran
Richard Jefferson,"2011-12","2001",Veteran
Ricky Rubio,"2011-12","2009",Veteran
Robin Lopez,"2011-12","2008",Veteran
Rodney Stuckey,"2011-12","2007",Veteran
Rodrigue Beaubois,"2011-12","2009",Veteran
Roger Mason Jr.,"2011-12","2002",Veteran
Sasha Pavlovic,"2011-12","2003",Veteran
Ronnie Brewer,"2011-12","2006",Veteran
Ronny Turiaf,"2011-12","2005",Veteran
Roy Hibbert,"2011-12","2008",Veteran
Royal Ivey,"2011-12","2004",Veteran
Rudy Fernandez,"2011-12","2007",Veteran
Rudy Gay,"2011-12","2006",Veteran
Russell Westbrook,"2011-12","2008",Veteran
Ryan Anderson,"2011-12","2008",Veteran
Ryan Gomes,"2011-12","2005",Veteran
Ryan Hollins,"2011-12","2006",Veteran
Ryan Reid,"2011-12","2010",Veteran
Sam Young,"2011-12","2009",Veteran
Jason Kidd,"2011-12","1994",Veteran
James Anderson,"2010-11","2010",Rookie
Gordon Hayward,"2010-11","2010",Rookie
Greg Monroe,"2010-11","2010",Rookie
Greivis Vasquez,"2010-11","2010",Rookie
Hamady Ndiaye,"2010-11","2010",Rookie
Hassan Whiteside,"2010-11","2010",Rookie
Kevin Seraphin,"2010-11","2010",Rookie
Jeremy Evans,"2010-11","2010",Rookie
John Wall,"2010-11","2010",Rookie
Jordan Crawford,"2010-11","2010",Rookie
Cole Aldrich,"2010-11","2010",Rookie
Craig Brackins,"2010-11","2010",Rookie
Damion James,"2010-11","2010",Rookie
Ed Davis,"2010-11","2010",Rookie
Dominique Jones,"2010-11","2010",Rookie
Eric Bledsoe,"2010-11","2010",Rookie
Evan Turner,"2010-11","2010",Rookie
Ekpe Udoh,"2010-11","2010",Rookie
Gani Lawal,"2010-11","2010",Rookie
Dexter Pittman,"2010-11","2010",Rookie
DeMarcus Cousins,"2010-11","2010",Rookie
Derrick Caracter,"2010-11","2010",Rookie
Derrick Favors,"2010-11","2010",Rookie
Devin Ebanks,"2010-11","2010",Rookie
Lance Stephenson,"2010-11","2010",Rookie
Trevor Booker,"2010-11","2010",Rookie
Solomon Alabi,"2010-11","2010",Rookie
Wesley Johnson,"2010-11","2010",Rookie
Willie Warren,"2010-11","2010",Rookie
Xavier Henry,"2010-11","2010",Rookie
Andy Rautins,"2010-11","2010",Rookie
Armon Johnson,"2010-11","2010",Rookie
Avery Bradley,"2010-11","2010",Rookie
Landry Fields,"2010-11","2010",Rookie
Larry Sanders,"2010-11","2010",Rookie
Luke Babbitt,"2010-11","2010",Rookie
Luke Harangody,"2010-11","2010",Rookie
Quincy Pondexter,"2010-11","2010",Rookie
Pape Sy,"2010-11","2010",Rookie
Patrick Patterson,"2010-11","2010",Rookie
Paul George,"2010-11","2010",Rookie
Lazar Hayward,"2010-11","2010",Rookie
Al-Farouq Aminu,"2010-11","2010",Rookie
JR Smith,"2010-11","2004",Veteran
JaVale McGee,"2010-11","2008",Veteran
Jamaal Magloire,"2010-11","2000",Veteran
James Posey,"2010-11","1999",Veteran
Jameer Nelson,"2010-11","2004",Veteran
James Harden,"2010-11","2009",Veteran
James Johnson,"2010-11","2009",Veteran
James Jones,"2010-11","2003",Veteran
Jamal Crawford,"2010-11","2000",Veteran
Jarrett Jack,"2010-11","2005",Veteran
Jared Jeffries,"2010-11","2002",Veteran
JJ Redick,"2010-11","2006",Veteran
Jarron Collins,"2010-11","2001",Veteran
Jason Collins,"2010-11","2001",Veteran
Jason Kapono,"2010-11","2003",Veteran
Jason Kidd,"2010-11","1994",Veteran
Jason Maxiell,"2010-11","2005",Veteran
Jason Richardson,"2010-11","2001",Veteran
Jason Smith,"2010-11","2007",Veteran
Jason Terry,"2010-11","1999",Veteran
Jason Thompson,"2010-11","2008",Veteran
Jared Dudley,"2010-11","2007",Veteran
JJ Hickson,"2010-11","2008",Veteran
Ike Diogu,"2010-11","2005",Veteran
George Hill,"2010-11","2008",Veteran
Gerald Henderson,"2010-11","2009",Veteran
Gerald Wallace,"2010-11","2001",Veteran
Gilbert Arenas,"2010-11","2001",Veteran
Glen Davis,"2010-11","2007",Veteran
Goran Dragic,"2010-11","2008",Veteran
Grant Hill,"2010-11","1994",Veteran
Hakim Warrick,"2010-11","2005",Veteran
Hasheem Thabeet,"2010-11","2009",Veteran
Hedo Turkoglu,"2010-11","2000",Veteran
Henry Walker,"2010-11","2008",Veteran
Hilton Armstrong,"2010-11","2006",Veteran
Ian Mahinmi,"2010-11","2005",Veteran
Jason Williams,"2010-11","1998",Veteran
Jeff Teague,"2010-11","2009",Veteran
Jeff Foster,"2010-11","1999",Veteran
Josh Howard,"2010-11","2003",Veteran
Josh McRoberts,"2010-11","2007",Veteran
Josh Smith,"2010-11","2004",Veteran
Jrue Holiday,"2010-11","2009",Veteran
Julian Wright,"2010-11","2007",Veteran
Juwan Howard,"2010-11","1994",Veteran
Keith Bogans,"2010-11","2003",Veteran
Kendrick Perkins,"2010-11","2003",Veteran
Kenyon Martin,"2010-11","2000",Veteran
Kevin Durant,"2010-11","2007",Veteran
Kevin Garnett,"2010-11","1995",Veteran
Kevin Love,"2010-11","2008",Veteran
Kevin Martin,"2010-11","2004",Veteran
Keyon Dooling,"2010-11","2000",Veteran
Kirk Hinrich,"2010-11","2003",Veteran
Kobe Bryant,"2010-11","1996",Veteran
Kosta Koufos,"2010-11","2008",Veteran
Kris Humphries,"2010-11","2004",Veteran
Kurt Thomas,"2010-11","1995",Veteran
Kwame Brown,"2010-11","2001",Veteran
Kyle Korver,"2010-11","2003",Veteran
Josh Childress,"2010-11","2004",Veteran
Jordan Farmar,"2010-11","2006",Veteran
Jeff Green,"2010-11","2007",Veteran
Jermaine O'Neal,"2010-11","1996",Veteran
Jermaine Taylor,"2010-11","2009",Veteran
Jerry Stackhouse,"2010-11","1995",Veteran
Jerryd Bayless,"2010-11","2008",Veteran
Joakim Noah,"2010-11","2007",Veteran
Jodie Meeks,"2010-11","2009",Veteran
Joe Johnson,"2010-11","2001",Veteran
Joe Smith,"2010-11","1995",Veteran
Joel Przybilla,"2010-11","2000",Veteran
Joey Dorsey,"2010-11","2008",Veteran
Joey Graham,"2010-11","2005",Veteran
Johan Petro,"2010-11","2005",Veteran
John Salmons,"2010-11","2002",Veteran
Jon Brockman,"2010-11","2009",Veteran
Jonny Flynn,"2010-11","2009",Veteran
Jordan Hill,"2010-11","2009",Veteran
Francisco Elson,"2010-11","1999",Veteran
Francisco Garcia,"2010-11","2005",Veteran
Chris Kaman,"2010-11","2003",Veteran
Chris Paul,"2010-11","2005",Veteran
Chris Wilcox,"2010-11","2002",Veteran
Christian Eyenga,"2010-11","2009",Veteran
Corey Brewer,"2010-11","2007",Veteran
Corey Maggette,"2010-11","1999",Veteran
Courtney Lee,"2010-11","2008",Veteran
Craig Smith,"2010-11","2006",Veteran
D.J. Augustin,"2010-11","2008",Veteran
DJ White,"2010-11","2008",Veteran
DaJuan Summers,"2010-11","2009",Veteran
Daequan Cook,"2010-11","2007",Veteran
Dahntay Jones,"2010-11","2003",Veteran
Dan Gadzuric,"2010-11","2002",Veteran
Daniel Gibson,"2010-11","2006",Veteran
Chris Duhon,"2010-11","2004",Veteran
Chris Douglas-Roberts,"2010-11","2008",Veteran
Chris Bosh,"2010-11","2003",Veteran
Brandon Jennings,"2010-11","2009",Veteran
Brandon Roy,"2010-11","2006",Veteran
Brandon Rush,"2010-11","2008",Veteran
Brendan Haywood,"2010-11","2001",Veteran
Brian Cardinal,"2010-11","2000",Veteran
Brian Cook,"2010-11","2003",Veteran
Brian Scalabrine,"2010-11","2001",Veteran
Brian Skinner,"2010-11","1998",Veteran
Brook Lopez,"2010-11","2008",Veteran
Byron Mullens,"2010-11","2009",Veteran
Danilo Gallinari,"2010-11","2008",Veteran
CJ Miles,"2010-11","2005",Veteran
Carlos Boozer,"2010-11","2002",Veteran
Carlos Delfino,"2010-11","2003",Veteran
Carmelo Anthony,"2010-11","2003",Veteran
Caron Butler,"2010-11","2002",Veteran
Channing Frye,"2010-11","2005",Veteran
Charlie Villanueva,"2010-11","2005",Veteran
Chase Budinger,"2010-11","2009",Veteran
Chauncey Billups,"2010-11","1997",Veteran
Carl Landry,"2010-11","2007",Veteran
Danny Granger,"2010-11","2005",Veteran
Danny Green,"2010-11","2009",Veteran
Dante Cunningham,"2010-11","2009",Veteran
Donte Greene,"2010-11","2008",Veteran
Dorell Wright,"2010-11","2004",Veteran
Drew Gooden,"2010-11","2002",Veteran
Dwight Howard,"2010-11","2004",Veteran
Dwyane Wade,"2010-11","2003",Veteran
Earl Clark,"2010-11","2009",Veteran
Earl Watson,"2010-11","2001",Veteran
Eddie House,"2010-11","2000",Veteran
Eduardo Najera,"2010-11","2000",Veteran
Elton Brand,"2010-11","1999",Veteran
Emeka Okafor,"2010-11","2004",Veteran
Eric Gordon,"2010-11","2008",Veteran
Eric Maynor,"2010-11","2009",Veteran
Erick Dampier,"2010-11","1996",Veteran
Ersan Ilyasova,"2010-11","2005",Veteran
Etan Thomas,"2010-11","2000",Veteran
Kyle Lowry,"2010-11","2006",Veteran
Dominic McGuire,"2010-11","2007",Veteran
Darius Songaila,"2010-11","2002",Veteran
Darko Milicic,"2010-11","2003",Veteran
Darnell Jackson,"2010-11","2008",Veteran
Darrell Arthur,"2010-11","2008",Veteran
Darren Collison,"2010-11","2009",Veteran
David Andersen,"2010-11","2002",Veteran
David Lee,"2010-11","2005",Veteran
David West,"2010-11","2003",Veteran
DeAndre Jordan,"2010-11","2008",Veteran
DeJuan Blair,"2010-11","2009",Veteran
DeMar DeRozan,"2010-11","2009",Veteran
Dirk Nowitzki,"2010-11","1998",Veteran
DeSagana Diop,"2010-11","2001",Veteran
DeShawn Stevenson,"2010-11","2000",Veteran
Delonte West,"2010-11","2004",Veteran
Derek Fisher,"2010-11","1996",Veteran
Deron Williams,"2010-11","2005",Veteran
Derrick Brown,"2010-11","2009",Veteran
Derrick Rose,"2010-11","2008",Veteran
Devin Harris,"2010-11","2004",Veteran
DeMarre Carroll,"2010-11","2009",Veteran
Kyle Weaver,"2010-11","2008",Veteran
LaMarcus Aldridge,"2010-11","2006",Veteran
Steve Nash,"2010-11","1996",Veteran
Steve Novak,"2010-11","2006",Veteran
T.J. Ford,"2010-11","2003",Veteran
Taj Gibson,"2010-11","2009",Veteran
Tayshaun Prince,"2010-11","2002",Veteran
Terrence Williams,"2010-11","2009",Veteran
Thabo Sefolosha,"2010-11","2006",Veteran
Thaddeus Young,"2010-11","2007",Veteran
Theo Ratliff,"2010-11","1995",Veteran
Tiago Splitter,"2010-11","2007",Veteran
Tim Duncan,"2010-11","1997",Veteran
Toney Douglas,"2010-11","2009",Veteran
Tony Allen,"2010-11","2004",Veteran
Tony Battie,"2010-11","1997",Veteran
Tony Parker,"2010-11","2001",Veteran
Tracy McGrady,"2010-11","1997",Veteran
Travis Outlaw,"2010-11","2003",Veteran
Trevor Ariza,"2010-11","2004",Veteran
Andray Blatche,"2010-11","2005",Veteran
Andre Iguodala,"2010-11","2004",Veteran
Steve Blake,"2010-11","2003",Veteran
Andre Miller,"2010-11","1999",Veteran
Stephen Jackson,"2010-11","1997",Veteran
Stephen Curry,"2010-11","2009",Veteran
Ryan Gomes,"2010-11","2005",Veteran
Ryan Hollins,"2010-11","2006",Veteran
Sam Young,"2010-11","2009",Veteran
Samuel Dalembert,"2010-11","2001",Veteran
Sasha Pavlovic,"2010-11","2003",Veteran
Sasha Vujacic,"2010-11","2004",Veteran
Sean Marks,"2010-11","1998",Veteran
Sebastian Telfair,"2010-11","2004",Veteran
Semih Erden,"2010-11","2008",Veteran
Serge Ibaka,"2010-11","2008",Veteran
Shane Battier,"2010-11","2001",Veteran
Shannon Brown,"2010-11","2006",Veteran
Shaquille O'Neal,"2010-11","1992",Veteran
Shaun Livingston,"2010-11","2004",Veteran
Shawn Marion,"2010-11","1999",Veteran
Shawne Williams,"2010-11","2006",Veteran
Shelden Williams,"2010-11","2006",Veteran
Solomon Jones,"2010-11","2006",Veteran
Sonny Weems,"2010-11","2008",Veteran
Spencer Hawes,"2010-11","2007",Veteran
Andrea Bargnani,"2010-11","2006",Veteran
Andrei Kirilenko,"2010-11","1999",Veteran
Vince Carter,"2010-11","1998",Veteran
Vladimir Radmanovic,"2010-11","2001",Veteran
Von Wafer,"2010-11","2005",Veteran
Wayne Ellington,"2010-11","2009",Veteran
Willie Green,"2010-11","2003",Veteran
Wilson Chandler,"2010-11","2007",Veteran
Yao Ming,"2010-11","2002",Veteran
Yi Jianlian,"2010-11","2007",Veteran
Zach Randolph,"2010-11","2001",Veteran
Zaza Pachulia,"2010-11","2003",Veteran
Zydrunas Ilgauskas,"2010-11","1996",Veteran
Boris Diaw,"2010-11","2003",Veteran
Bobby Simmons,"2010-11","2001",Veteran
Blake Griffin,"2010-11","2009",Veteran
Beno Udrih,"2010-11","2004",Veteran
Tyson Chandler,"2010-11","2001",Veteran
Tyrus Thomas,"2010-11","2006",Veteran
Tyreke Evans,"2010-11","2009",Veteran
Tyler Hansbrough,"2010-11","2009",Veteran
Andrew Bogut,"2010-11","2005",Veteran
Andrew Bynum,"2010-11","2005",Veteran
Andris Biedrins,"2010-11","2004",Veteran
Antawn Jamison,"2010-11","1998",Veteran
Anthony Parker,"2010-11","1997",Veteran
Anthony Randolph,"2010-11","2008",Veteran
Antoine Wright,"2010-11","2005",Veteran
Ryan Anderson,"2010-11","2008",Veteran
Antonio Daniels,"2010-11","1997",Veteran
Arron Afflalo,"2010-11","2007",Veteran
Austin Daye,"2010-11","2009",Veteran
Baron Davis,"2010-11","1999",Veteran
Ben Gordon,"2010-11","2004",Veteran
Troy Murphy,"2010-11","2001",Veteran
Ty Lawson,"2010-11","2009",Veteran
Antonio McDyess,"2010-11","1995",Veteran
Russell Westbrook,"2010-11","2008",Veteran
Rudy Gay,"2010-11","2006",Veteran
Rudy Fernandez,"2010-11","2007",Veteran
Marcus Thornton,"2010-11","2009",Veteran
Mario Chalmers,"2010-11","2008",Veteran
Marreese Speights,"2010-11","2008",Veteran
Martell Webster,"2010-11","2005",Veteran
Marvin Williams,"2010-11","2005",Veteran
Matt Barnes,"2010-11","2002",Veteran
Matt Bonner,"2010-11","2003",Veteran
Maurice Ager,"2010-11","2006",Veteran
Mehmet Okur,"2010-11","2001",Veteran
Melvin Ely,"2010-11","2002",Veteran
Metta World Peace,"2010-11","1999",Veteran
Michael Beasley,"2010-11","2008",Veteran
Michael Redd,"2010-11","2000",Veteran
Mickael Pietrus,"2010-11","2003",Veteran
Mike Bibby,"2010-11","1998",Veteran
Mike Conley,"2010-11","2007",Veteran
Mike Dunleavy,"2010-11","2002",Veteran
Mike Miller,"2010-11","2000",Veteran
Marcus Camby,"2010-11","1996",Veteran
Marcus Banks,"2010-11","2003",Veteran
Marco Belinelli,"2010-11","2007",Veteran
Lamar Odom,"2010-11","1999",Veteran
LeBron James,"2010-11","2003",Veteran
Leandro Barbosa,"2010-11","2003",Veteran
Leon Powe,"2010-11","2006",Veteran
Lester Hudson,"2010-11","2009",Veteran
Linas Kleiza,"2010-11","2005",Veteran
Lou Williams,"2010-11","2005",Veteran
Mo Williams,"2010-11","2003",Veteran
Luc Mbah a Moute,"2010-11","2008",Veteran
Luke Ridnour,"2010-11","2003",Veteran
Luke Walton,"2010-11","2003",Veteran
Luol Deng,"2010-11","2004",Veteran
Luther Head,"2010-11","2005",Veteran
Manu Ginobili,"2010-11","1999",Veteran
Marc Gasol,"2010-11","2007",Veteran
Marcin Gortat,"2010-11","2005",Veteran
Luis Scola,"2010-11","2002",Veteran
Kyrylo Fesenko,"2010-11","2007",Veteran
Monta Ellis,"2010-11","2005",Veteran
Rajon Rondo,"2010-11","2006",Veteran
Ramon Sessions,"2010-11","2007",Veteran
Randy Foye,"2010-11","2006",Veteran
Rashard Lewis,"2010-11","1998",Veteran
Rasual Butler,"2010-11","2002",Veteran
Ray Allen,"2010-11","1996",Veteran
Raymond Felton,"2010-11","2005",Veteran
Renaldo Balkman,"2010-11","2006",Veteran
Richard Hamilton,"2010-11","1999",Veteran
Richard Jefferson,"2010-11","2001",Veteran
Robin Lopez,"2010-11","2008",Veteran
Rodney Carney,"2010-11","2006",Veteran
Rodney Stuckey,"2010-11","2007",Veteran
Rodrigue Beaubois,"2010-11","2009",Veteran
Roger Mason Jr.,"2010-11","2002",Veteran
Ronnie Brewer,"2010-11","2006",Veteran
Ronny Turiaf,"2010-11","2005",Veteran
Roy Hibbert,"2010-11","2008",Veteran
Royal Ivey,"2010-11","2004",Veteran
Quentin Richardson,"2010-11","2000",Veteran
Nate Robinson,"2010-11","2005",Veteran
Nazr Mohammed,"2010-11","1998",Veteran
Nenad Krstic,"2010-11","2002",Veteran
Nene,"2010-11","2002",Veteran
Nick Collison,"2010-11","2003",Veteran
Nick Young,"2010-11","2007",Veteran
Nicolas Batum,"2010-11","2008",Veteran
Nikola Pekovic,"2010-11","2008",Veteran
O.J. Mayo,"2010-11","2008",Veteran
Omer Asik,"2010-11","2008",Veteran
Omri Casspi,"2010-11","2009",Veteran
Morris Peterson,"2010-11","2000",Veteran
Orien Greene,"2010-11","2005",Veteran
Patrick Ewing,"2010-11","2008",Veteran
Patty Mills,"2010-11","2009",Veteran
Pau Gasol,"2010-11","2001",Veteran
Paul Millsap,"2010-11","2006",Veteran
Paul Pierce,"2010-11","1998",Veteran
Peja Stojakovic,"2010-11","1996",Veteran
Brandan Wright,"2010-11","2007",Veteran
Amir Johnson,"2010-11","2005",Veteran
AJ Price,"2010-11","2009",Veteran
Aaron Brooks,"2010-11","2007",Veteran
Aaron Gray,"2010-11","2007",Veteran
Brandon Bass,"2010-11","2005",Veteran
Acie Law,"2010-11","2007",Veteran
Al Harrington,"2010-11","1998",Veteran
Al Horford,"2010-11","2007",Veteran
Al Jefferson,"2010-11","2004",Veteran
Al Thornton,"2010-11","2007",Veteran
Alexis Ajinca,"2010-11","2008",Veteran
Amar'e Stoudemire,"2010-11","2002",Veteran
Anderson Varejao,"2010-11","2004",Veteran
Sam Young,"2009-10","2009",Rookie
Rodrigue Beaubois,"2009-10","2009",Rookie
