"player_name","season","draft_year","status"
Aaron Gordon,"2021-22","2014",Veteran
Aaron Holiday,"2021-22","2018",Veteran
Abdel Nader,"2021-22","2016",Veteran
Admiral Schofield,"2021-22","2019",Veteran
Ahmad Caver,"2021-22","2019",Veteran
Al Horford,"2021-22","2007",Veteran
Aaron Nesmith,"2021-22","2020",Veteran
Alec Burks,"2021-22","2011",Veteran
Davis Bertans,"2021-22","2011",Veteran
Deni Avdija,"2021-22","2020",Veteran
Delon Wright,"2021-22","2015",Veteran
Dejounte Murray,"2021-22","2016",Veteran
Deividas Sirvydis,"2021-22","2019",Veteran
Deandre Ayton,"2021-22","2018",Veteran
Davon Reed,"2021-22","2017",Veteran
DeMarcus Cousins,"2021-22","2010",Veteran
DeAndre' Bembry,"2021-22","2016",Veteran
DeAndre Jordan,"2021-22","2008",Veteran
De'Anthony Melton,"2021-22","2018",Veteran
De'Andre Hunter,"2021-22","2019",Veteran
De'Aaron Fox,"2021-22","2017",Veteran
DeMar DeRozan,"2021-22","2009",Veteran
Jemerrio Jones,"2021-22","2018",Veteran
Bam Adebayo,"2021-22","2017",Veteran
Ben McLemore,"2021-22","2013",Veteran
Bismack Biyombo,"2021-22","2011",Veteran
Blake Griffin,"2021-22","2009",Veteran
Avery Bradley,"2021-22","2010",Veteran
Bogdan Bogdanovic,"2021-22","2014",Veteran
Bojan Bogdanovic,"2021-22","2011",Veteran
Bol Bol,"2021-22","2019",Veteran
Bradley Beal,"2021-22","2012",Veteran
Bobby Portis,"2021-22","2015",Veteran
Alekesej Pokusevski,"2021-22","2020",Veteran
Austin Rivers,"2021-22","2012",Veteran
Arnoldas Kulboka,"2021-22","2018",Veteran
Alex Len,"2021-22","2013",Veteran
Alize Johnson,"2021-22","2018",Veteran
Andre Drummond,"2021-22","2012",Veteran
Andre Iguodala,"2021-22","2004",Veteran
Anfernee Simons,"2021-22","2018",Veteran
Anthony Davis,"2021-22","2012",Veteran
Anthony Edwards,"2021-22","2020",Veteran
Armoni Brooks,"2021-22","2019",Veteran
Andrew Wiggins,"2021-22","2014",Veteran
Jerami Grant,"2021-22","2014",Veteran
Jeremy Lamb,"2021-22","2012",Veteran
Otto Porter Jr.,"2021-22","2013",Veteran
Onyeka Okongwu,"2021-22","2020",Veteran
Obi Toppin,"2021-22","2020",Veteran
OG Anunoby,"2021-22","2017",Veteran
Norman Powell,"2021-22","2015",Veteran
Nikola Vucevic,"2021-22","2011",Veteran
Nikola Jokic,"2021-22","2014",Veteran
Nik Stauskas,"2021-22","2014",Veteran
Nicolas Batum,"2021-22","2008",Veteran
Nickeil Alexander-Walker,"2021-22","2019",Veteran
Nick Richards,"2021-22","2020",Veteran
Nic Claxton,"2021-22","2019",Veteran
Myles Turner,"2021-22","2015",Veteran
P.J. Tucker,"2021-22","2006",Veteran
Nemanja Bjelica,"2021-22","2010",Veteran
Nerlens Noel,"2021-22","2013",Veteran
Nassir Little,"2021-22","2019",Veteran
P.J. Washington,"2021-22","2019",Veteran
Pascal Siakam,"2021-22","2016",Veteran
Reggie Bullock,"2021-22","2013",Veteran
Reggie Jackson,"2021-22","2011",Veteran
Reggie Perry,"2021-22","2020",Veteran
Richaun Holmes,"2021-22","2015",Veteran
Ricky Rubio,"2021-22","2009",Veteran
Raul Neto,"2021-22","2013",Veteran
Robert Williams III,"2021-22","2018",Veteran
Robert Woodard II,"2021-22","2020",Veteran
Robin Lopez,"2021-22","2008",Veteran
Rodney Hood,"2021-22","2014",Veteran
Romeo Langford,"2021-22","2019",Veteran
Moritz Wagner,"2021-22","2018",Veteran
Rajon Rondo,"2021-22","2006",Veteran
RJ Barrett,"2021-22","2019",Veteran
Pat Connaughton,"2021-22","2015",Veteran
Patrick Beverley,"2021-22","2009",Veteran
Patrick Williams,"2021-22","2020",Veteran
Patty Mills,"2021-22","2009",Veteran
Paul George,"2021-22","2010",Veteran
Paul Millsap,"2021-22","2006",Veteran
Paul Reed,"2021-22","2020",Veteran
Payton Pritchard,"2021-22","2020",Veteran
Petr Cornelie,"2021-22","2016",Veteran
Precious Achiuwa,"2021-22","2020",Veteran
Quinndary Weatherspoon,"2021-22","2019",Veteran
R.J. Hampton,"2021-22","2020",Veteran
Montrezl Harrell,"2021-22","2015",Veteran
Mo Bamba,"2021-22","2018",Veteran
Luke Kennard,"2021-22","2017",Veteran
Luka Doncic,"2021-22","2018",Veteran
Lou Williams,"2021-22","2005",Veteran
Lonzo Ball,"2021-22","2017",Veteran
Lonnie Walker IV,"2021-22","2018",Veteran
Lindell Wigginton,"2021-22","2019",Veteran
Leandro Bolmaro,"2021-22","2020",Veteran
LeBron James,"2021-22","2003",Veteran
Lauri Markkanen,"2021-22","2017",Veteran
Kris Dunn,"2021-22","2016",Veteran
Kristaps Porzingis,"2021-22","2015",Veteran
Kyle Anderson,"2021-22","2014",Veteran
Kyle Guy,"2021-22","2019",Veteran
Kyle Kuzma,"2021-22","2017",Veteran
Kyle Lowry,"2021-22","2006",Veteran
Malachi Flynn,"2021-22","2020",Veteran
Kyrie Irving,"2021-22","2011",Veteran
LaMelo Ball,"2021-22","2020",Veteran
Lance Stephenson,"2021-22","2010",Veteran
Landry Shamet,"2021-22","2018",Veteran
Larry Nance Jr.,"2021-22","2015",Veteran
LaMarcus Aldridge,"2021-22","2006",Veteran
Malcolm Brogdon,"2021-22","2016",Veteran
Malik Beasley,"2021-22","2016",Veteran
Maurice Harkless,"2021-22","2012",Veteran
Melvin Frazier Jr.,"2021-22","2018",Veteran
Michael Porter Jr.,"2021-22","2018",Veteran
Mike Conley,"2021-22","2007",Veteran
Mike Muscala,"2021-22","2013",Veteran
Miles Bridges,"2021-22","2018",Veteran
Mitchell Robinson,"2021-22","2018",Veteran
Miye Oni,"2021-22","2019",Veteran
Mikal Bridges,"2021-22","2018",Veteran
Monte Morris,"2021-22","2017",Veteran
Mason Plumlee,"2021-22","2013",Veteran
Malik Monk,"2021-22","2017",Veteran
Malik Newman,"2021-22","2018",Veteran
Marcus Morris Sr.,"2021-22","2011",Veteran
Matisse Thybulle,"2021-22","2019",Veteran
Marcus Smart,"2021-22","2014",Veteran
Markieff Morris,"2021-22","2011",Veteran
Marko Simonovic,"2021-22","2020",Veteran
Marquese Chriss,"2021-22","2016",Veteran
Marvin Bagley III,"2021-22","2018",Veteran
Markelle Fultz,"2021-22","2017",Veteran
Rudy Gay,"2021-22","2006",Veteran
Rui Hachimura,"2021-22","2019",Veteran
Justin Jackson,"2021-22","2017",Veteran
Justin Robinson,"2021-22","2019",Veteran
Justise Winslow,"2021-22","2015",Veteran
Jusuf Nurkic,"2021-22","2014",Veteran
KZ Okpala,"2021-22","2019",Veteran
Karl-Anthony Towns,"2021-22","2015",Veteran
Keita Bates-Diop,"2021-22","2018",Veteran
Keldon Johnson,"2021-22","2019",Veteran
Keljin Blevins,"2021-22","2019",Veteran
Kelly Olynyk,"2021-22","2013",Veteran
Kelly Oubre Jr.,"2021-22","2015",Veteran
Kevon Looney,"2021-22","2015",Veteran
Kevin Porter Jr.,"2021-22","2019",Veteran
Kevin Love,"2021-22","2008",Veteran
Kevin Knox II,"2021-22","2018",Veteran
Kevin Huerter,"2021-22","2018",Veteran
Justin Anderson,"2021-22","2015",Veteran
Kevin Durant,"2021-22","2007",Veteran
Kenyon Martin Jr.,"2021-22","2020",Veteran
Kentavious Caldwell-Pope,"2021-22","2013",Veteran
Kemba Walker,"2021-22","2011",Veteran
Julius Randle,"2021-22","2014",Veteran
Juancho Hernangomez,"2021-22","2016",Veteran
John Collins,"2021-22","2017",Veteran
Joel Embiid,"2021-22","2014",Veteran
Jonas Valanciunas,"2021-22","2011",Veteran
Joe Johnson,"2021-22","2001",Veteran
Joe Harris,"2021-22","2014",Veteran
Jimmy Butler,"2021-22","2011",Veteran
Jevon Carter,"2021-22","2018",Veteran
Rudy Gobert,"2021-22","2013",Veteran
Jordan Clarkson,"2021-22","2014",Veteran
Jrue Holiday,"2021-22","2009",Veteran
Josh Richardson,"2021-22","2015",Veteran
Josh Okogie,"2021-22","2018",Veteran
Josh Jackson,"2021-22","2017",Veteran
Josh Hart,"2021-22","2017",Veteran
Josh Green,"2021-22","2020",Veteran
Jordan Bell,"2021-22","2017",Veteran
Jordan Poole,"2021-22","2019",Veteran
Jordan Nwora,"2021-22","2020",Veteran
Darius Garland,"2021-22","2019",Veteran
Khris Middleton,"2021-22","2012",Veteran
Skylar Mays,"2021-22","2020",Veteran
Solomon Hill,"2021-22","2013",Veteran
Spencer Dinwiddie,"2021-22","2014",Veteran
Shake Milton,"2021-22","2018",Veteran
Stanley Johnson,"2021-22","2015",Veteran
Sterling Brown,"2021-22","2017",Veteran
Steven Adams,"2021-22","2013",Veteran
Svi Mykhailiuk,"2021-22","2018",Veteran
T.J. McConnell,"2021-22","2015",Veteran
Taj Gibson,"2021-22","2009",Veteran
Stephen Curry,"2021-22","2009",Veteran
Talen Horton-Tucker,"2021-22","2019",Veteran
Semi Ojeleye,"2021-22","2017",Veteran
Russell Westbrook,"2021-22","2008",Veteran
Killian Hayes,"2021-22","2020",Veteran
Saben Lee,"2021-22","2020",Veteran
Saddiq Bey,"2021-22","2020",Veteran
Sam Dekker,"2021-22","2015",Veteran
Serge Ibaka,"2021-22","2008",Veteran
Scotty Hopson,"2021-22","2011",Veteran
Sekou Doumbouya,"2021-22","2019",Veteran
Sam Merrill,"2021-22","2020",Veteran
Taurean Prince,"2021-22","2016",Veteran
Shai Gilgeous-Alexander,"2021-22","2018",Veteran
Tre Jones,"2021-22","2020",Veteran
Tremont Waters,"2021-22","2019",Veteran
Kira Lewis Jr.,"2021-22","2020",Veteran
Trey Burke,"2021-22","2013",Veteran
Trey Lyles,"2021-22","2015",Veteran
Terance Mann,"2021-22","2019",Veteran
Tristan Thompson,"2021-22","2011",Veteran
Klay Thompson,"2021-22","2011",Veteran
Trevor Ariza,"2021-22","2004",Veteran
Trae Young,"2021-22","2018",Veteran
Theo Maledon,"2021-22","2020",Veteran
Terrence Ross,"2021-22","2012",Veteran
Thaddeus Young,"2021-22","2007",Veteran
Thanasis Antetokounmpo,"2021-22","2014",Veteran
Thomas Bryant,"2021-22","2017",Veteran
Tim Hardaway Jr.,"2021-22","2013",Veteran
Timothe Luwawu-Cabarrot,"2021-22","2016",Veteran
Tobias Harris,"2021-22","2011",Veteran
Tomas Satoransky,"2021-22","2012",Veteran
Tony Bradley,"2021-22","2017",Veteran
Tony Snell,"2021-22","2013",Veteran
Terry Rozier,"2021-22","2015",Veteran
Grant Riller,"2020-21","2020",Rookie
Elijah Hughes,"2020-21","2020",Rookie
Jay Scrubb,"2020-21","2020",Rookie
Immanuel Quickley,"2020-21","2020",Rookie
Isaac Okoro,"2020-21","2020",Rookie
Isaiah Joe,"2020-21","2020",Rookie
Isaiah Stewart,"2020-21","2020",Rookie
James Wiseman,"2020-21","2020",Rookie
Jaden McDaniels,"2020-21","2020",Rookie
Jahmi'us Ramsey,"2020-21","2020",Rookie
Jalen Harris,"2020-21","2020",Rookie
Jalen Smith,"2020-21","2020",Rookie
Devin Vassell,"2020-21","2020",Rookie
CJ Elleby,"2020-21","2020",Rookie
Aaron Nesmith,"2020-21","2020",Rookie
Aleksej Pokusevski,"2020-21","2020",Rookie
Anthony Edwards,"2020-21","2020",Rookie
Deni Avdija,"2020-21","2020",Rookie
Desmond Bane,"2020-21","2020",Rookie
Daniel Oturu,"2020-21","2020",Rookie
Cassius Stanley,"2020-21","2020",Rookie
Cassius Winston,"2020-21","2020",Rookie
Cole Anthony,"2020-21","2020",Rookie
Jordan Nwora,"2020-21","2020",Rookie
Tre Jones,"2020-21","2020",Rookie
Theo Maledon,"2020-21","2020",Rookie
Tyler Bey,"2020-21","2020",Rookie
Zeke Nnaji,"2020-21","2020",Rookie
Xavier Tillman,"2020-21","2020",Rookie
Vernon Carey Jr.,"2020-21","2020",Rookie
Udoka Azubuike,"2020-21","2020",Rookie
Tyrese Maxey,"2020-21","2020",Rookie
Tyrese Haliburton,"2020-21","2020",Rookie
Tyrell Terry,"2020-21","2020",Rookie
Reggie Perry,"2020-21","2020",Rookie
R.J. Hampton,"2020-21","2020",Rookie
Robert Woodard II,"2020-21","2020",Rookie
Precious Achiuwa,"2020-21","2020",Rookie
Payton Pritchard,"2020-21","2020",Rookie
Paul Reed,"2020-21","2020",Rookie
Patrick Williams,"2020-21","2020",Rookie
Skylar Mays,"2020-21","2020",Rookie
Sam Merrill,"2020-21","2020",Rookie
Saddiq Bey,"2020-21","2020",Rookie
Saben Lee,"2020-21","2020",Rookie
Onyeka Okongwu,"2020-21","2020",Rookie
Kenyon Martin Jr.,"2020-21","2020",Rookie
Killian Hayes,"2020-21","2020",Rookie
Kira Lewis Jr.,"2020-21","2020",Rookie
Obi Toppin,"2020-21","2020",Rookie
LaMelo Ball,"2020-21","2020",Rookie
Josh Green,"2020-21","2020",Rookie
Nick Richards,"2020-21","2020",Rookie
Nico Mannion,"2020-21","2020",Rookie
Malachi Flynn,"2020-21","2020",Rookie
Gary Trent Jr.,"2020-21","2018",Veteran
Gary Harris,"2020-21","2014",Veteran
Frank Ntilikina,"2020-21","2017",Veteran
George Hill,"2020-21","2008",Veteran
Furkan Korkmaz,"2020-21","2016",Veteran
Georges Niang,"2020-21","2016",Veteran
Grayson Allen,"2020-21","2018",Veteran
Glenn Robinson III,"2020-21","2014",Veteran
Goga Bitadze,"2020-21","2019",Veteran
Goran Dragic,"2020-21","2008",Veteran
Gordon Hayward,"2020-21","2010",Veteran
Gorgui Dieng,"2020-21","2013",Veteran
Grant Williams,"2020-21","2019",Veteran
Hamidou Diallo,"2020-21","2018",Veteran
Harrison Barnes,"2020-21","2012",Veteran
Henry Ellenson,"2020-21","2016",Veteran
Frank Mason,"2020-21","2017",Veteran
Hassan Whiteside,"2020-21","2010",Veteran
Harry Giles III,"2020-21","2017",Veteran
Giannis Antetokounmpo,"2020-21","2013",Veteran
Frank Kaminsky,"2020-21","2015",Veteran
Devonte' Graham,"2020-21","2018",Veteran
Ignas Brazdeikis,"2020-21","2019",Veteran
Didi Louzada,"2020-21","2019",Veteran
Dillon Brooks,"2020-21","2017",Veteran
Domantas Sabonis,"2020-21","2016",Veteran
Donovan Mitchell,"2020-21","2017",Veteran
Donte DiVincenzo,"2020-21","2018",Veteran
Doug McDermott,"2020-21","2014",Veteran
Draymond Green,"2020-21","2012",Veteran
Frank Jackson,"2020-21","2017",Veteran
Dwayne Bacon,"2020-21","2017",Veteran
Dwight Powell,"2020-21","2014",Veteran
Dylan Windler,"2020-21","2019",Veteran
E'Twaun Moore,"2020-21","2011",Veteran
Ed Davis,"2020-21","2010",Veteran
Edmond Sumner,"2020-21","2017",Veteran
Elfrid Payton,"2020-21","2014",Veteran
Enes Kanter,"2020-21","2011",Veteran
Eric Bledsoe,"2020-21","2010",Veteran
Eric Gordon,"2020-21","2008",Veteran
Eric Paschall,"2020-21","2019",Veteran
Ersan Ilyasova,"2020-21","2005",Veteran
Evan Fournier,"2020-21","2012",Veteran
Dwight Howard,"2020-21","2004",Veteran
Iman Shumpert,"2020-21","2011",Veteran
Jayson Tatum,"2020-21","2017",Veteran
Isaac Bonga,"2020-21","2018",Veteran
Jaren Jackson Jr.,"2020-21","2018",Veteran
Jarred Vanderbilt,"2020-21","2018",Veteran
Jarrell Brantley,"2020-21","2019",Veteran
Jarrett Allen,"2020-21","2017",Veteran
Jarrett Culver,"2020-21","2019",Veteran
Jaxson Hayes,"2020-21","2019",Veteran
Jaylen Brown,"2020-21","2016",Veteran
Jaylen Nowell,"2020-21","2019",Veteran
Jeff Green,"2020-21","2007",Veteran
Jeff Teague,"2020-21","2009",Veteran
Jerami Grant,"2020-21","2014",Veteran
Jeremy Lamb,"2020-21","2012",Veteran
Jerome Robinson,"2020-21","2018",Veteran
Jevon Carter,"2020-21","2018",Veteran
Jimmy Butler,"2020-21","2011",Veteran
Joe Harris,"2020-21","2014",Veteran
Joel Embiid,"2020-21","2014",Veteran
John Collins,"2020-21","2017",Veteran
John Wall,"2020-21","2010",Veteran
Jonas Valanciunas,"2020-21","2011",Veteran
Jordan Bell,"2020-21","2017",Veteran
Jared Dudley,"2020-21","2007",Veteran
Isaiah Hartenstein,"2020-21","2017",Veteran
Isaiah Roby,"2020-21","2019",Veteran
Isaiah Thomas,"2020-21","2011",Veteran
Ivica Zubac,"2020-21","2016",Veteran
JJ Redick,"2020-21","2006",Veteran
Ja Morant,"2020-21","2019",Veteran
JaVale McGee,"2020-21","2008",Veteran
Jabari Parker,"2020-21","2014",Veteran
Jahlil Okafor,"2020-21","2015",Veteran
Jake Layman,"2020-21","2016",Veteran
Jakob Poeltl,"2020-21","2016",Veteran
Jalen Brunson,"2020-21","2018",Veteran
Jalen McDaniels,"2020-21","2019",Veteran
Jamal Murray,"2020-21","2016",Veteran
James Ennis III,"2020-21","2013",Veteran
James Harden,"2020-21","2009",Veteran
James Johnson,"2020-21","2009",Veteran
Jae Crowder,"2020-21","2012",Veteran
Bam Adebayo,"2020-21","2017",Veteran
Devin Booker,"2020-21","2015",Veteran
Jordan Bone,"2020-21","2019",Veteran
Ben McLemore,"2020-21","2013",Veteran
Ben Simmons,"2020-21","2016",Veteran
Bismack Biyombo,"2020-21","2011",Veteran
Blake Griffin,"2020-21","2009",Veteran
Bobby Portis,"2020-21","2015",Veteran
Bogdan Bogdanovic,"2020-21","2014",Veteran
Bojan Bogdanovic,"2020-21","2011",Veteran
Bol Bol,"2020-21","2019",Veteran
Bradley Beal,"2020-21","2012",Veteran
Brandon Clarke,"2020-21","2019",Veteran
Avery Bradley,"2020-21","2010",Veteran
Brook Lopez,"2020-21","2008",Veteran
Bruce Brown,"2020-21","2018",Veteran
Bruno Caboclo,"2020-21","2014",Veteran
Bruno Fernando,"2020-21","2019",Veteran
Buddy Hield,"2020-21","2016",Veteran
CJ McCollum,"2020-21","2013",Veteran
Cam Reddish,"2020-21","2019",Veteran
Cameron Johnson,"2020-21","2019",Veteran
Brandon Ingram,"2020-21","2016",Veteran
Cameron Payne,"2020-21","2015",Veteran
Austin Rivers,"2020-21","2012",Veteran
Zion Williamson,"2020-21","2019",Veteran
Aaron Gordon,"2020-21","2014",Veteran
Aaron Holiday,"2020-21","2018",Veteran
Abdel Nader,"2020-21","2016",Veteran
Al Horford,"2020-21","2007",Veteran
Al-Farouq Aminu,"2020-21","2010",Veteran
Alec Burks,"2020-21","2011",Veteran
Alen Smailagic,"2020-21","2019",Veteran
Alex Len,"2020-21","2013",Veteran
Alize Johnson,"2020-21","2018",Veteran
Anderson Varejao,"2020-21","2004",Veteran
Andre Drummond,"2020-21","2012",Veteran
Andre Iguodala,"2020-21","2004",Veteran
Andre Roberson,"2020-21","2013",Veteran
Andrew Wiggins,"2020-21","2014",Veteran
Anfernee Simons,"2020-21","2018",Veteran
Anthony Davis,"2020-21","2012",Veteran
Anzejs Pasecniks,"2020-21","2017",Veteran
Armoni Brooks,"2020-21","2019",Veteran
Caris LeVert,"2020-21","2016",Veteran
Carmelo Anthony,"2020-21","2003",Veteran
Danny Green,"2020-21","2009",Veteran
Dante Exum,"2020-21","2014",Veteran
Dario Saric,"2020-21","2014",Veteran
Darius Bazley,"2020-21","2019",Veteran
Darius Garland,"2020-21","2019",Veteran
Darius Miller,"2020-21","2012",Veteran
Davis Bertans,"2020-21","2011",Veteran
De'Aaron Fox,"2020-21","2017",Veteran
De'Andre Hunter,"2020-21","2019",Veteran
De'Anthony Melton,"2020-21","2018",Veteran
DeAndre Jordan,"2020-21","2008",Veteran
DeAndre' Bembry,"2020-21","2016",Veteran
Danilo Gallinari,"2020-21","2008",Veteran
DeMar DeRozan,"2020-21","2009",Veteran
Deandre Ayton,"2020-21","2018",Veteran
Deividas Sirvydis,"2020-21","2019",Veteran
Dejounte Murray,"2020-21","2016",Veteran
Delon Wright,"2020-21","2015",Veteran
Dennis Schroder,"2020-21","2013",Veteran
Dennis Smith Jr.,"2020-21","2017",Veteran
Denzel Valentine,"2020-21","2016",Veteran
Derrick Favors,"2020-21","2010",Veteran
Derrick Rose,"2020-21","2008",Veteran
Derrick White,"2020-21","2017",Veteran
DeMarcus Cousins,"2020-21","2010",Veteran
Daniel Gafford,"2020-21","2019",Veteran
Carsen Edwards,"2020-21","2019",Veteran
Cedi Osman,"2020-21","2015",Veteran
Chandler Hutchison,"2020-21","2018",Veteran
Chasson Randle,"2020-21","2015",Veteran
Chimezie Metu,"2020-21","2018",Veteran
Chris Paul,"2020-21","2005",Veteran
Chuma Okeke,"2020-21","2019",Veteran
Clint Capela,"2020-21","2014",Veteran
Coby White,"2020-21","2019",Veteran
Cody Martin,"2020-21","2019",Veteran
Damyean Dotson,"2020-21","2017",Veteran
Damian Lillard,"2020-21","2012",Veteran
Damian Jones,"2020-21","2016",Veteran
Dakota Mathias,"2020-21","2018",Veteran
Devin Cannady,"2020-21","2019",Veteran
D.J. Wilson,"2020-21","2017",Veteran
D'Angelo Russell,"2020-21","2015",Veteran
Cory Joseph,"2020-21","2011",Veteran
Collin Sexton,"2020-21","2018",Veteran
Cody Zeller,"2020-21","2013",Veteran
D.J. Augustin,"2020-21","2008",Veteran
Jordan Clarkson,"2020-21","2014",Veteran
Marcus Smart,"2020-21","2014",Veteran
Tristan Thompson,"2020-21","2011",Veteran
Trey Lyles,"2020-21","2015",Veteran
Trey Burke,"2020-21","2013",Veteran
Trevor Ariza,"2020-21","2004",Veteran
Tremont Waters,"2020-21","2019",Veteran
Trae Young,"2020-21","2018",Veteran
Tony Snell,"2020-21","2013",Veteran
Tony Bradley,"2020-21","2017",Veteran
Tomas Satoransky,"2020-21","2012",Veteran
Tobias Harris,"2020-21","2011",Veteran
Timothe Luwawu-Cabarrot,"2020-21","2016",Veteran
Tim Hardaway Jr.,"2020-21","2013",Veteran
Thon Maker,"2020-21","2016",Veteran
Thomas Bryant,"2020-21","2017",Veteran
Thanasis Antetokounmpo,"2020-21","2014",Veteran
Thaddeus Young,"2020-21","2007",Veteran
Terry Rozier,"2020-21","2015",Veteran
Terrence Ross,"2020-21","2012",Veteran
Terrance Ferguson,"2020-21","2017",Veteran
Terance Mann,"2020-21","2019",Veteran
Taurean Prince,"2020-21","2016",Veteran
Talen Horton-Tucker,"2020-21","2019",Veteran
Troy Brown Jr.,"2020-21","2018",Veteran
Ty Jerome,"2020-21","2019",Veteran
Otto Porter Jr.,"2020-21","2013",Veteran
P.J. Tucker,"2020-21","2006",Veteran
P.J. Washington,"2020-21","2019",Veteran
Zach LaVine,"2020-21","2014",Veteran
Willy Hernangomez,"2020-21","2015",Veteran
Willie Cauley-Stein,"2020-21","2015",Veteran
Will Barton,"2020-21","2012",Veteran
Wes Iwundu,"2020-21","2017",Veteran
Taj Gibson,"2020-21","2009",Veteran
Wayne Ellington,"2020-21","2009",Veteran
Vlatko Cancar,"2020-21","2017",Veteran
Victor Oladipo,"2020-21","2013",Veteran
Tyus Jones,"2020-21","2015",Veteran
Tyler Herro,"2020-21","2019",Veteran
T.J. Warren,"2020-21","2014",Veteran
T.J. McConnell,"2020-21","2015",Veteran
Robert Williams III,"2020-21","2018",Veteran
Robert Franks,"2020-21","2019",Veteran
Ricky Rubio,"2020-21","2009",Veteran
Richaun Holmes,"2020-21","2015",Veteran
Reggie Jackson,"2020-21","2011",Veteran
Reggie Bullock,"2020-21","2013",Veteran
Ray Spalding,"2020-21","2018",Veteran
Raul Neto,"2020-21","2013",Veteran
Rajon Rondo,"2020-21","2006",Veteran
RJ Barrett,"2020-21","2019",Veteran
Quinndary Weatherspoon,"2020-21","2019",Veteran
Paul Millsap,"2020-21","2006",Veteran
Paul George,"2020-21","2010",Veteran
Patty Mills,"2020-21","2009",Veteran
Patrick Patterson,"2020-21","2010",Veteran
Patrick McCaw,"2020-21","2016",Veteran
Patrick Beverley,"2020-21","2009",Veteran
Pat Connaughton,"2020-21","2015",Veteran
Pascal Siakam,"2020-21","2016",Veteran
Robin Lopez,"2020-21","2008",Veteran
Rodney Hood,"2020-21","2014",Veteran
T.J. Leaf,"2020-21","2017",Veteran
Svi Mykhailiuk,"2020-21","2018",Veteran
Steven Adams,"2020-21","2013",Veteran
Sterling Brown,"2020-21","2017",Veteran
Stephen Curry,"2020-21","2009",Veteran
Stanley Johnson,"2020-21","2015",Veteran
Spencer Dinwiddie,"2020-21","2014",Veteran
Solomon Hill,"2020-21","2013",Veteran
Sindarius Thornwell,"2020-21","2017",Veteran
Shake Milton,"2020-21","2018",Veteran
